,count
不是Sova？,1
有没有可能不是白兰是只有这水平捏,1
一股味熏的我头晕眼花,1
不是摆烂是纯菜,1
感觉还是csgo好玩,1
经典下骂上,1
所以女的真的不能多于一个哈哈哈,1
泉水指挥官？,1
高素质小仙女,1
我要给他们俩当沸羊羊,1
女人打架，劲夫靠边。,1
能说出这句话的也是挠缠,1
撸狗是这样的,1
公主链接link,1
人家拿下1v4,1
预言家，小鬼代言国服,1
女人吵架,1
史香也是香,1
有没有可能是单纯的菜,1
sifa是谁,1
xxn经典连招,1
一眼被沸羊羊惯的,1
香你母凑b,1
对面进攻方，1v1先下包，我方大狙，保一下输了有啥问题，又不是赛点让出去了,1
公主是这样的,1
有完美出品 那味了嗷,1
xxn可不是什么女孩子,1
残局无对错，骂人就是cs,1
《我的麦很炸吗》,1
继守望仙女又一力作,1
1V1保大狙没毛病阿,1
姐姐好飒！,1
csgo怎么没有女人？瓦这么多,1
压力怪滚出瓦罗兰特，不管男女,1
检视音乐太舒服了,1
女孩子是个p香香的，狐臭仙女多的一,1
还是樱花妹妹香,1
国女魅力时刻！,1
无线电,1
玩无畏契约玩的,1
触发xxn公式了,1
感觉不如CS go,1
呼叫沸羊羊。,1
xxn的连招好丝滑,1
不是1v1，其实是4v1,1
偶们玩家是这样的，每次找事的都是这个英雄的玩家,1
什么烂国服环境，谁爱玩谁玩,1
剑种公主yygq别人，被反驳下就破防是吧,1
叶师傅  扣他b,1
本来想给你点赞，算了沸羊羊,1
这人是不是那个守望公主天鹅之死啊,1
若至是这样的,1
女孩子？马桶！,1
xxn内战,1
自己看e,1
怎么阔能？,1
比了个寂寞,1
真有人玩国服啊,1
乖乖,1
我寻思玩游戏不是快乐第一吗，整得比上班还难受呢，玩啥呢,1
这过来直接拆也来不及了,1
消音不认真,1
好家伙，我打FPS二十年第一次见女人游戏对骂，长见识了,1
天天网吧坐那种155 100kg的夹子,1
别吧...,1
这有什么问题吗，刚才的声音，就算杀了也来不及呀....,1
y1s1那波确实打不了,1
这都没打怎么叫能打输了。。。,1
omen开局打两个，4打一能输你们四个也是逆天啊,1
毫无意义的消音,1
这他妈是怎么一局碰到这么多妹子的,1
这个球球我遇到过,1
前面都别jb秀你那英语了，cypher,1
经典瑞典口音,1
彩笔,1
怎么这游戏又来这么多公主,1
织女闹麻了,1
瞄地走路,1
性压抑的可怜,1
是sova,1
对方视角：BV1Nu4y1o7Uj,1
姆够,1
？？？？？？？？？？？？？,1
你想多了,1
这up好像就是女的,1
赞不绝口,1
啊，这残局啥信息不给怪队友保枪？,1
又不是给了信息队友打输了，这都能压力？,1
不让你们玩 绝对是有原因的 活该被锁区,1
小公主了,1
好好好 最喜欢看女的互骂了,1
sifa是谁呀,1
惯的你，被舔多了吧,1
山东口音,1
xxn开始啦,1
注意，这里不是1v1打输了是4v1打输了,1
多发点这种，爱看,1
国服魅魔,1
因为当老六，所以把把残局,1
有一些女生也有汗臭味好吗,1
简单的嘴臭，极致的享受,1
没啥问题,1
稀有货啊哥们，玩到现在没听到过女生对骂的,1
不是suck？,1
两个xxn搁这发电报聊天呢,1
东北人666,1
仙界内战,1
香牛魔抽吧,1
無效消音哈哈哈：）,1
sova被迫改名,1
无效消音哈哈哈,1
欧门自己骂自己？,1
逛街多好这要是弄个奶妈跟你后面放冰墙堵队友后路你骂街都没用,1
玩瓦的是这样的,1
国服就真的拉吉素质,1
你这一句香香的属实给我整蚌埠住了,1
怎么这么儒雅 还没问候家人,1
我怎么听不懂欧门说话呢,1
牡丹妹,1
不愧是东百人,1
真的了解女的不会这么说的，她们没你想的那么好,1
我好喜欢听啊啊,1
谁叫你这么放的，耳朵要聋了,1
沸,1
小嘴抹了蜜,1
好好好多来点,1
无效消音是吧,1
sova..,1
死郭楠能和女孩说话都是施舍了 怎么这么下头啊,1
没有沸羊羊，xxn就是村姑,1
为什么一把游戏这么多女人啊？,1
woyijinl,1
我一进来就听到鸟语花香,1
哈哈哈 爱看,1
s都是香的是吧？哈哈哈,1
啊，这也能怪是我没想到的,1
xxn开杀,1
这一张嘴说几句就开始没逻辑了,1
这电报,1
bbb,1
国服的不是,1
炸麦了炸麦了,1
哈哈哈最喜欢的开始了,1
残局无对错，而且不知道敌方位置手里还是大狙，你敢拆包对面随便一拉你就几乎必死，保大狙是稳妥选择,1
沸羊羊排狗后面,1
声音大的那个江苏口音,1
最喜欢看女人撕头发了,1
魔法对上了魔法,1
up也是女的啊，这没看明白么,1
小仙女内战了,1
我最爱看两个女人打架了,1
完美出品 1vs1残局都能输?,1
手动添加《R星出品》,1
好久没听女人吵架了，多来点爱看爱听,1
我电脑不好所以我都是开30帧玩的,1
你怎么知道我显卡是960M,1
我最低55针笔记本核显，,1
40是我玩时的状态了,1
我还在3060,1
yue，要吐了,1
当然iw把他木琴谷秽压缩包扔游戏里了越更越卡,1
RTX显卡才能开光追把,1
那丁帧呢,1
钱: 0,1
网易基岩版我的世界：0帧（确信,1
我的玩手游情况就是两帧,1
这就是我的日常……真实,1
我970连dlsa都不支持,1
太流畅啦,1
铃直接不动,1
见过有人拍我的世界视频，每升5级加10帧,1
960能玩2077，尬黑了,1
战区手游现版本安卓现状,1
啊？我三十帧。,1
队友:ntm,1
可是我可以弄500帧以上啊,1
我的常态,1
wc这帧数好像doom阿,1
暗区现状,1
错误的，yoga本都能跑130帧,1
回老家去网吧做了四周任务，就这么卡,1
神经哥换弹癌看着难受,1
常态啊,1
没有显卡,1
隔壁麦克也测了,1
4090申请出战！！！,1
全靠这台暗影精灵（即答）,1
热乎烫手,1
960用户路过，感觉被踢了一脚（）,1
要用就用核显卡，那个不行,1
战术核显卡,1
用690战术核显卡,1
这可是真的了,1
原神玩家24帧都得省着玩,1
我苹果6玩CODM就是这状态,1
我笔记本集显，最高120帧,1
我只有30帧,1
我的电脑,1
那我平时打CSgo是一帧吗？,1
神经哥不玩战地一是因为开模组被封了吗,1
对不起，我630核显玩2077,1
我三十帧……,1
神经哥果然是大佬炸鱼塘,1
你猜他为什么不在战区挑战,1
所以你的4080呢？,1
;'j'l;v,1
4帧极致,1
我玩游戏的帧数↓,1
我进大型游戏的帧数↓,1
300帧在人的肉眼里跟100帧没啥区别,1
看不懂可以不看↑,1
《正片开始》,1
比我用的魅族16th流畅,1
睡觉（即答）,1
别，我手机上24帧玩过游戏,1
凌晨的视频你今天就剪进去了？,1
但很快，,1
这打的牛魔,1
夜路的闪是最容易打出瞬爆的,1
ko左键爆的太慢了，几乎不可能打瞬爆，纯白给,1
绷不住了这段,1
所以让你记点位站远点扔瞬爆,1
go哥卧底传统闪光,1
自家的火男,1
不多，也就玩了一天,1
百万粉！！！,1
我的大概就是35吧,1
cod玩家特有的喜欢开镜,1
低配电脑表示习惯了,1
我是60帧,1
猎犬,1
狂徒,1
还是三十帧看着舒服,1
三十帧其实挺正常的，我们看视频大部分是三十帧,1
20以下就不行了,1
我最高45,1
光追不是得2080才能开吗 ，2080一下开光追都进不去,1
你牛逼，500帧,1
笑死，我天天用25帧玩游戏（其实是手机性能太差而已）,1
我一般只有25帧，大多数，依然坚持在玩,1
长按加速补帧,1
挤牙膏老黄刀法好,1
突然开始抽象,1
好家伙，这个枪连跳动都没有了,1
100万粉祝贺,1
对我来说，只要电脑能达到30帧，就已经很好了,1
错误的，你会直接闪退,1
GTX960怎么开光追？,1
为什么一直玩一个英雄,1
←我不如他，延迟2000+,1
香香的？你是不是啥好东西,1
我玩战地5就二十帧 杀不掉人主打的是一个华佗再世,1
好好好就喜欢女人互骂,1
生活过得再如意也不至于去玩国服吧...,1
听说来得早发啥都能火,1
烫手,1
《1播放43赞》,1
名场面打卡,1
三分钟,1
民用核武器,1
有当年玩doom的感觉了,1
估计是直接去世,1
312个人，你们好,1
注：星空主机版和王泪就是30帧,1
5分钟,1
来早了,1
别人很配合地来到你的枪口准心前,1
这都能杀人,1
神经哥不愧是FPS游戏出身，这枪法没的说,1
《GTX960战术核显卡》,1
触发连招但又没完全触发,1
淘宝售价：2370左右,1
一血不慌，两血健康，三血抽口也不伤,1
沸羊羊up主,1
这确实打不了啊,1
残局无对错啊,1
凭什么让你说啊,1
girl help girl的含金量！！,1
你说一句我回一句着么了？,1
@吕小布。,1
吕子乔：我最爱看女人吵架了,1
哈哈，再来一个沸羊羊就完美了,1
香牛魔香,1
你这个认知是被pua了多少年,1
好经典的xxn话术,1
血压开始飙升,1
残局没对错，保大狙也是合理的,1
开 幕 雷 击,1
为什么在apex打了一千多小时碰到的国人素质都很高，转瓦过后就没碰到过几个正常的国人,1
g h g，这把没男人说话把？,1
什么游戏到了国人手里 那必定成答辩。  ,1
香牛魔 泼妇一堆,1
可能是我运气好，遇到的妹妹都挺能打的失误了还会道歉,1
它木琴走丢了，正在找呢,1
这残局本来就不好打啊对面下包怎么都是劣势,1
不想屏蔽可以静音，没必要折磨我,1
看吧，她们把男人欺负完了又开始欺负女人了,1
这是我,1
有人试过，被暴打（doge,1
西瓜不早发过了吗,1
我感觉流畅度还行，这个15。,1
好好好还得是神经哥,1
那么问题又来啦，0针是什么样子的,1
fps和别的游戏不一样,1
不得不说，这个五帧的效果跟我COD调包一模一样,1
三小时,1
战区优化不行啊,1
100帧够了,1
我只狼差不多就三帧,1
960没法开啊.,1
我玩游戏的宗旨就是：只要不卡死，就能玩！,1
顶级换弹癌,1
就战区b组的优化，4090才能跑100多帧,1
我的评价是不如3070,1
悬浮机瞄子，弹计数器，是神话没错了,1
这就是我玩坦克世界的帧率,1
这还能击杀就离谱,1
放心吧，开都开不了,1
直接奔溃,1
战地一配置要求挺低的,1
手游的基本帧数,1
最早的一次,1
可是b站只有60帧,1
这对面也是菜的离谱,1
我用模拟器玩使命召唤手游就是这个样子的,1
我rx560玩战地112帧（骄傲）,1
32分钟!!,1
有那种老游戏的感觉了,1
这就是我打生死狙击2的样子,1
好触,1
高产,1
马保国的小曲,1
这和我手机60帧有啥关系？,1
熟悉的感觉，,1
还行吧我玩csgo就2帧,1
4070满画质能有439帧,1
记住他现在乱杀的样子以后要考,1
竟然不是4090,1
右方向键按三下,1
小米3   小米4？,1
长按屏幕为up补帧,1
绝地求生小贝打过,1
还是大能来着,1
我草这个名字我见过！！,1
神经哥这么一对比，我突然发现我平时用手机玩游戏，游戏帧数时不时就变成5到15帧,1
ohohohohohoh,1
[ohohohohohohohhoh],1
）,1
我擦女人吵架听感比男的吵互喷还差 太吵了,1
国服go都不玩,1
不行啊,1
Ghg,1
自己说自己是狗 乐,1
这么阴阳,1
保打狙其实很正常的,1
抖音也刷到了,1
还在测试就已经这么臭了 不愧是tx游戏,1
说白了就是开摆了,1
谁先嘴谁是小丑嗷,1
女人互骂哈哈哈,1
国中,1
在学校混社会小太妹霸凌同学基本就这种了,1
话说为啥有皮肤，不是现在还在测试会删档吗,1
经典笑死了,1
国服延迟也老高了,1
还好打港服日服没那么多xxn,1
笑死了太经典了哈哈哈哈哈哈哈哈哈,1
算了吧 希望国服都别玩游戏 都来对线,1
不是这个女的先讲的吗？这是什么逻辑,1
建议先去看看对方录的全局再评论,1
因为人口基数大，人口素质低,1
说不定是ow来的,1
一直在逛街说残局都是你打的,1
霸凌主要群体就是女性，笑死,1
这个连续的消音。好熟悉的感觉。属于是穿越回csgo的国服了,1
无马的都是,1
别跟我说一开始那个傻子是你朋友,1
怎虚空和老妈打的怎么了,1
地铁老人,1
我的评价不如A,1
这消音吵到我耳朵了,1
没少逛论坛,1
不是诺基亚?,1
残句无对错啊 这都能骂？,1
还没开始就烂了,1
没脑子呗,1
注意这波欧门在b,1
压力好大啊,1
打起来，打起来,1
高素质,1
4399生死狙击,1
仙女吵架,1
女生最臭,1
危,1
ghg ?,1
hhhhhhhhhhhhhhhhh,1
什么是xxn？非得打个缩写,1
玩这游戏之前一定在ow玩天使吧,1
儒雅随和,1
有没有可能up也是女的呢,1
电竞婊,1
不，直接骂就完事了。,1
东亚马桶是这样的,1
说实话我打csgo也会被队友说1v1能输，我一般都说我的，可能他们觉得我决策不对，那也不好说啥，索性锅自己背,1
沸羊羊是这样的,1
像牛魔,1
两个挠滩,1
cypher？sova吧,1
1打1残局有什么对错啊，你行怎么没见那个打1v1的是你啊,1
铁剧本,1
开口就是攻击性还指望跟你好好说话,1
哈哈哈哈哈叫起来,1
好好好最爱看女生吵架了,1
救命哈哈哈哈哈哈哈哈哈我就是控制不住想笑,1
真的恶心人，游戏环境就是被这样搞烂的,1
喜欢这样的场景多发点,1
香nm的香b香,1
csgo这些话可不兴说，单排压力队友其他人可不惯着压力怪,1
压力女,1
好吧，你活该,1
打起来打起来，我最喜欢看女人吵架了,1
女孩拉的也是臭的,1
我没碰到目前，匹配到的路人都报点赢了喊nice输了也我的我的,1
我最烦排到女的。当然在对面就很开心，在我们这边就感觉完了又输了,1
家人们，谁懂啊？有下头女,1
不想消可以不消，这哔声比直接听对线还膈应人,1
cypher是吧,1
13也臭臭的？,1
罪剪的东西,1
这跟腾讯游戏有啥关系，你换任何一家代理过来玩家群体就这样了还能变成啥样,1
人家自己就是那个对线蕾娜...也是女的...,1
经典香香的，这下girl fxxk girl了,1
因为在外服抱怨你们也听不懂,1
up主派勾后面,1
小仙女 就这？我能喷10个,1
纯菜,1
樂，之前打游戏最不讲理的都是女的,1
这就是队内语音,1
有xxn，我打特么的棒棒锤,1
莱克星顿的枪声,1
这故意的,1
我只能说是刻板印象,1
致命节奏,1
骂服务器干嘛？难道不是人的问题？,1
消音就没必要了，真没什么攻击性,1
怎么可能啊，，,1
哈哈哈哈哈哈哈笑死我了,1
兴的我头晕眼花,1
不是摆烂，摆烂是会玩不好好玩,1
不是nova？,1
为什么我好喜欢听,1
嘿嘿嘿嘿嘿,1
girl helps girl！,1
这游戏有女生玩？我以为和隔壁APEX一样全是男酮,1
还是外服好点，虽然英语不太行，但是打的菜也会鼓励你,1
残局不是自己选吗？,1
我敲！逛狗！,1
哈哈哈哈舒服了,1
自己都承认咬了。。。,1
攻击性有待提高 ,1
不是不封烟，这是根本不会吧,1
单纯就是被马服恶心到了,1
来了来了！,1
没看出来这游戏有啥意思,1
Cypher,1
多点戾气跟压力才能成长捏,1
扯头发咯，开撕开撕,1
吕子乔:我最爱看,1
泼妇,1
有机会拿的分为什么要让，要一直让到输吗难道,1
这是叫了个女陪玩吵起来了么,1
任何国服出来之前都是这么期盼的,1
歇后语大合集,1
臭死,1
哪来的瑟符,1
逻辑混乱笑死,1
消了个寂寞,1
有没可能不是摆烂,1
这几天玩，我都是关语音的，国内玩家素质太低,1
xn魅力时刻,1
hahahaha,1
可以举办他,1
嘴巴贱 喜欢压力人？,1
这里是不是失误了,1
哈哈哈 来了来了,1
挺好的  就待在国服吧 哈哈,1
那是你OW玩少了,1
不至于不至于。,1
这是干嘛呢？,1
开始追着咬了是吧，谁是狗啊,1
我觉得没差,1
sifa,1
要不是不延迟，谁玩国服啊,1
蝈釹是这样的 基本盘,1
一般队友吵架都当相声听，乐呵,1
拉倒吧，多远都能闻到裤裆庞臭,1
是保安还是苏菲,1
这是ow嘛 我是盲人,1
一看就知道没看过海上狼人杀,1
呼叫吕子乔！,1
好耶扯她头发快扯她头发,1
烟给过了,1
过于经典啦,1
什么鸡窝,1
不是fasi？,1
排位能不能开友伤？不服气出去solo，再bb拼着封一天号给他爆了,1
开始对线,1
女生骂女生这个词我第一次听,1
两位姐姐别吵了 焯窝吧,1
确实残局毕竟打架人不在只能残局被打了,1
要不说不玩竞技游戏…也不找什么妹子玩游戏…十年前玩个网游俩仙女为了那么十几块钱整垮了整个帮会…,1
哈哈哈哈哈，小仙女互喷,1
我lol,1
小仙女互掐,1
所以车队里面一般只能有一个女的，,1
什么沸羊羊发言。。。,1
以彼之矛攻彼之盾,1
臭臭的。,1
什么游戏到国服来都会变味，毕竟人家玩游戏输赢都很正常，国服输了家里要死人,1
村头老太婆吵架就是这样的,1
Safari？,1
这还好，玩鹅鸦杀最怕遇到几个女玩家，几个女玩家能在大厅对骂一天，就因为互相觉得对面那个死夹子在针对自己，哈哈哈,1
开始撕起来了,1
要考研？,1
三个女的一台戏,1
不要对女孩子有偏见，都一样,1
国服环境烂了好 哈哈哈,1
女孩子都是带b说话的,1
暴露了，沸羊羊up,1
好好好打起来,1
建议去玩csgo,1
这是马桶,1
集美们别吵了,1
不是makabaka,1
fps游戏不欢迎xxn,1
因为国服有国人,1
嘴真欠啊，有本事你活到残局,1
遇见的八成女玩家都是这种，别香香了。,1
哥们在日服至今未归，皮肤都是代充的,1
nmb都1v1了怎么一起打啊,1
中国女性是这样的,1
哎 我今天好像排过这个人,1
郭楠,1
这不就是嘴欠么？,1
可能不是摆烂，是真的c,1
沸羊羊救一下啊,1
两个女的一丘之貉，都不是省油灯。阴阳大师相互破防,1
笑死了，男的打游戏互相吵的看少了是吧,1
能说出这话来你也不是什么好东西,1
真就只要游戏出个国服都有xxn呗，感觉这游戏也就这样了,1
外服有门槛,1
拉倒吧，饭圈女更会喷,1
Shut up guys. GIRLS HELP GIRLS,1
魅力时刻,1
一直按键盘右键有惊喜哦~,1
国服现状,1
可以给我买一杯奶茶吗,1
五郎？,1
？？？？？？？？？？？？？？？？,1
沸羊羊是吧？？？？？？？？？？？？？？？？？,1
最喜欢看女人打架,1
你有这认知，证明你也不是什么好东西。,1
满嘴顺口溜,1
打起来！打起来！,1
up主是女生,1
翔翔qaq,1
girl hit girl,1
XXN,1
DOTA我也不玩国服了，这届新人很恶心,1
本来支持你的，看到你这b话，真的你赶紧亖了算了吧,1
这游戏也就这样了,1
你值得多遇到这样的人,1
你受罪是应该的,1
牛逼，节目效果爆炸,1
网络公主是这样的,1
草，国服还有这种魔法对轰，精彩，没我们插嘴的份,1
生活不如意，就是来找麻烦的，根本没想玩游戏,1
开始压力,1
哈哈哈哈哈哈哈哈哈哈笑死,1
起因是这样的，4v1残局能被说成1v1残局,1
精彩精彩,1
扯头花！！！,1
吕小布快来。,1
东亚蹲厕是这样的,1
XXN又开始了,1
她甚至知道自己是狗,1
全是小仙女,1
byd大狙残局不保枪输了连父母都保不住,1
大狙回防本来就难比分没拉开保狙正常吧,1
我最喜欢看小仙女内讧辣,1
小仙女除外,1
6地域黑黑完 英雄黑,1
你是真沸羊羊,1
sypher，瑟符,1
好爽，舒服了，家人们,1
有想过up是女孩子吗？,1
sova?,1
cyfer,1
你也是污染国服的一员，别看不起谁了,1
这是什么诱饵弹吗？,1
《今天不开心》,1
希望国服早点消失,1
不是sima？,1
一开头就蚌埠住了,1
她没问题，残局她打，赢没赢另说(doge),1
果然 什么外服素质好 只不过外服都是语言不通  又都是起的外文名 没人说话,1
活该,1
你们再骂仙女姐姐，气的我都要得玉玉症喽,1
有没有可能up是女生,1
口音对味了,1
我寻思你那么牛皮怎么死的?,1
你要是不想放就静音....你这消音我脑袋疼...,1
我的耳朵，你不如被骂一顿,1
不是摆烂，只是xxn没脑子,1
仙女对决来了,1
你不也挺逆天的,1
牡丹妹美丽时刻,1
什么鸡窝？,1
两只鸡打架了,1
口嗨姐,1
up不是女生吗怎么都在刷沸羊羊,1
我觉得国服完美算好了，就算压力也得憋回去,1
摆烂了,1
哈哈，小仙女,1
保了有问题吗？那为什么最后活下来的不是这个哔哔的？,1
游戏玩的还是少，女的十个里面九个菜而且还都带着沸羊羊,1
还是樱花妹,1
我遇到的摆烂哥也都是玩幽影的，还喜欢装逼,1
这一句笑死了，绝对说破了,1
什么游戏到了国服都是这样的 ,1
事实证明东百狗是这样的,1
玩游戏玩的好的女生没几个脾气好的吧……,1
原来是沸羊羊,1
你不是女孩子？,1
当老六打残局还挺光荣的是吧,1
宁可起一把幻想都不肯起个甲，没钱别起大枪又不是蕾娜，,1
这up主也是一路货色,1
南京口音？,1
好好好，血流成河,1
这都有猴拐原神？猴猴是这样的,1
Cs环境竟然还好点,1
不是摆烂…单纯不会玩没意识,1
哈哈  恶心队友,1
咬起来咬起来,1
想让up说句“识时务者为俊杰”（狗头）,1
哇塞 女生对骂这么 带劲啊,1
哈，典,1
本来就菜,1
sifa是什么,1
致命节奏触发了,1
女孩子会打个屁游戏，尤其是跟着女宝的沸羊羊们，狗一样，女宝玩命送骂两句游戏不玩了三个沸羊羊跟着一起搞人心态,1
公正连接,1
公主连接,1
生气了说是,1
xxn生气了捏,1
苏法，国服翻译是猎枭,1
菜就算了 菜还脾气大 喜欢狗叫,1
咱感觉咋几个女的说话同一种声音,1
去日服了，还是日服环境好,1
能不能开一下摄像头，想看扯头发,1
好啊，很好啊,1
敢呛电竞公主，人家会惯着你？没挂机都算好了,1
好好好，小仙女话术,1
活该被骂,1
国服xxn魅力时刻,1
什么沸羊羊认知,1
xxn游戏是这样的,1
织女能不能滚啊,1
现在游戏里对女生没啥好印象了,1
你活该被骂,1
裤你嘛,1
不是，能不能好好说话，张嘴笑死，无语。。。,1
没意思，老是洗，就这样咯,1
玩欧门玩的,1
不开麦的理由又增加了,1
锁死在国服把,1
还好我不开语音,1
就喜欢看小仙女吵架,1
笑死了，素质不分男女,1
别，这种人别来沾国际服，坏咱国人形象,1
这肯定要保啊,1
你让别人少点戾气，你自己让别人捡枪那波也没好到哪去把,1
纯粹的嘴臭，极致的享受,1
打起来,1
这把没沸羊羊了,1
残局无对错，没信息保枪也行，打也行。,1
沙沟,1
说一句还真不行,1
一来就没绷住,1
国服？马服！马服不配叫国服,1
不如樱花妹一根,1
反原就能拐了？雅士属实恶心,1
你要考研啊,1
这jb大环境还不如cs,1
小仙女美丽时刻,1
中国有说唱,1
本来想玩的，现在感谢up,1
ghg了,1
你TM逛街惨局不是你打还是队友秽土转生啊？,1
女人吵架好可怕,1
那是你ow玩少了,1
哈哈今早9你也做到一个被我喷的退出去了,1
？？？这怎么就沸羊羊了，这不是一个正常人该有的言论吗？,1
希望国服早点寄,1
沸羊羊up,1
知道职业为什么女队少了吧，骂起来裁判都拦不住,1
嘴这么贱？,1
好经典啊,1
黑金的13是这样的,1
沐 够 衮出去,1
女人是这样的,1
？这么牛逼怎么不自己杀完啊,1
那个游戏没有这种人，,1
来来来把麦开开,1
翔翔的,1
Girls怎么不help girls了？,1
聋了,1
别尬黑，fps原神是csgo，无畏契约还不配,1
若治 没见过女的是吧,1
@沸羊羊,1
头昏眼花了我已经,1
有能力的才叫摆烂，没能力的是叫zz,1
国服？,1
瓦p是这样的,1
我玩的叫瓦罗兰特,1
这得亏双方都是女的,1
玩铁道玩的,1
压力怪，自己优越灭队去，还指望队友,1
不是刚才说过了吗要保枪，刚才不说现在骂什么呢,1
女子队输出还是弱啊,1
哈哈哈，就喜欢看女生吵架,1
撕逼大战,1
这能几个女的匹配到一起？这不是你们几个搞得剧本？,1
不是，这怎么打成15-12的,1
我感觉像是永恩,1
偷屁股的:嗯，你说的对,1
枪最好有皮肤（）黑铁枪对面反而会警觉（）,1
夜戮小技巧：tp的时候你面朝的方向就是tp后的方向，可以背身tp，这样就是正面朝着对面背身（夜戮玩家打两把应该就知道了）,1
我记得只要确保KO的闪扔出去的距离是25米就能顺爆,1
在设定上她俩是平行世界的同一个人,1
爱莫，信莫，等莫,1
鸟打不到，就算能打那就和蕾娜c一个道理了,1
吃机器人的e怎么办,1
好了，对面打a,1
要看你残局技术了，下完包没多久噶了就不弹,1
人鸟双拉,1
对面看了这期视频学会了逆向反杀,1
前面的特工小贴士都挺有用的，怎么到了夜露这就开始介绍杂技了？,1
没事，大莫老师反应不过来,1
然而是猫（,1
堂堂复活,1
真是萌新教学啊，这么基础,1
顺便保安混烟最好还是m4或者干脆奥丁吧,1
什么蛋拐兽颅跳,1
注意这眼可以高一点但不能太高，因为得让对面看见才有用,1
大莫老师，搞个字幕,1
我1Wdpi，可惜我玩保安,1
造纸是吧，又在骗弹幕,1
试过开过这个，眼睛有点受不了,1
经典皮肤枪骗捡,1
大莫老师复活辣,1
太傻壁了,1
又高又高,1
她还是那么喜欢p5,1
我最喜欢的动力小子,1
哈勃其实后撤大招更实用一点吧，大招的行进速度会更慢,1
大莫老师，堂堂复活！,1
有1说1,1
牛的底裤！,1
卡牌大师位,1
？什么小丑玩法,1
这不让萨拉曼达来示范一下？,1
莫宝辛苦了,1
就是泽丽的设计师搞的,1
不捡你捡回来呗,1
《卡牌大师》,1
这不是我萨拉曼达的卡牌大师寄巧吗？,1
老公位,1
大招中了必刀（）,1
卡牌大师名场景,1
鸟打不了,1
依稀记得胜决的蓝衣神王,1
"fnc的大b也出过英雄小技巧视频,但是只有夜戮是跳过的(",1
这个烟可以下到箱子上面，形成单向烟,1
省流:蔡,1
byd视频里还在钓是吧,1
看到有机器人的e，你就在刀飞过来之前就e回去呗,1
p5的BGM,1
低端局不要用快（,1
这个在搞笑视频看过,1
开大啊！开大啊！,1
笑容没有消失，只是转移到了我的脸上（,1
就是一段大搜点，一段杀人,1
能不能废话多说,1
我之前就扔这，国服玩家跟我说烧不到人，我说能打到，他说打不到，巨逆天,1
以后再出这种道具视频可以找个素质车队的来演示一下效果更直观,1
直接朝人扔，对面没长枪是强制捡的,1
复活吧，我的莫里亚蒂！！！,1
不是萨哥？？,1
viper也有类似丢蛇吻的方法,1
亲切提醒你盖可第二次大要有豆子,1
假如，我是说假如我菜鸟不会躲闪，阁下又该怎么办呢？,1
woc紫色这么明显啊,1
鸟以前是能打的,1
我还真这么炸死过一个 非常乐,1
国服可没有高光常亮,1
火男的诀窍就是不要闪到队友,1
@萨拉曼达,1
想时间拖更长一点就加两段反弹，这样箭落的更慢,1
打鸟没用,1
up主为什么nats不把烟和拌线放一起啊,1
坏了，真学到东西了,1
你是！？,1
大莫老师帮我我就能冲的快,1
这是否太基础了,1
学到辣！莫老师,1
属于是小丑被动触发了,1
别噶黑，大莫老师现学现卖不行啊,1
注：触发条件，对面eco局,1
这里你不贴墙左键打闪拉出来是一样的效果,1
利用人类好奇心的卑鄙招数,1
扣飞,1
是猫！,1
吆西,1
←鼠标是甩到人完事，看的是小地图,1
有幸看过莫老师叛奇闪到自己也是很不容易的了,1
使用前请购买2023冠军ak,1
这个布史东的火同理,1
牛，wc,1
塞尔达风弹,1
牛莫大酬宾！,1
这个英雄好像泽丽啊,1
但是还有一种情况对面有人没被震架你，这个闪就有大用,1
历历在目的奇乐！,1
还在b长还在b长,1
那前几天你在美服怎么不用？烟都省下来给丁真了,1
这是真，学到了,1
唐唐复活！,1
这。。。,1
这个已经用不了了,1
出音位来,1
这个b站很早之前就有了，是不是偷的doge,1
up是丈育吗，造诣(yi)跟我念,1
加反弹可以吗,1
有一说一（1/1）,1
那我就是要打鸟呢,1
反弹必须地是平的,1
大莫老师最擅长的绿帽,1
好久不见,1
不愧是蓝小丑，连小技巧都这么抽象,1
我超学到了,1
国服奇乐嗷，最↑喜欢的英雄,1
说藏话力,1
世界第一奇乐！！！,1
直接往右看向左闪,1
快乐哈哈哈哈哈哈哈哈,1
经典公式化道具,1
钢锁呢？,1
这很酷不是吗？,1
经典有一说一,1
练习跑打的真云啊,1
复活,1
复活吧，我的爱人！,1
国服没啊,1
复活赛终于打赢了呜呜,1
世界第一绿帽！,1
主包王国币满了,1
wc这个是真有用,1
我寻思，我咋没见过你直播玩这个套路呢,1
大家好！！！,1
如果要瞬爆的话，在底线位置向黄布扔闪是瞬爆,1
今天来点大家想看的东西啊！,1
问题是，我会背对着炸跑啊,1
哈哈哈哈学到了,1
好好好！,1
惊了,1
万一对面不捡呢,1
哈哈哈哈，挺有意思,1
这个不是太瞬爆，但是好处是这个是单向闪,1
复活吧，我的爱莫,1
是吗,1
真·萌新教学,1
用q去打断...额不是,1
糖   丸   了,1
上钩了,1
背着跑，那拉出来你也是死，正面吃闪也是死,1
《造诣》,1
火男？ 我直接“当心眼睛！” 然后对面被闪，自己也被闪,1
以前守望玩狂鼠老熟练了,1
